candidate,primary_selected,window,scenario,cohort,count,median_cagr,median_total_return,median_excess_cagr,outperform_rate,median_sharpe,median_sharpe_excess,higher_sharpe_rate,sharpe_pairs,median_drawdown,median_exposure,median_entries,activity_rate,all_cash,cagr8_rate,positive_rate
R11_weekly_0.2_0.7,False,reserved,base,all,461,10.512720591565806,29.740581965949954,-3.9448533568420263,0.4403470715835141,0.7678217808523999,0.18107395285272473,0.6259168704156479,409,16.31229184486356,0.1838905775075988,2.0,0.8872017353579176,52,0.5704989154013015,0.7570498915401301
R11_weekly_0.2_0.7,False,reserved,base,primary,381,13.141576919218156,39.04792662243022,-4.73987289451705,0.4199475065616798,0.8023483510834218,0.22481439777615964,0.6404199475065617,381,17.31843230452046,0.1838905775075988,2.0,1.0,0,0.6719160104986877,0.8871391076115486
R11_weekly_0.2_0.7,False,reserved,base,full10,275,13.40485090031227,39.9534144157417,-5.351146626899771,0.4072727272727273,0.8765403995853561,0.2534131490057693,0.6690909090909091,275,15.444018259100433,0.1838905775075988,2.0,1.0,0,0.6981818181818182,0.9127272727272727
R11_weekly_0.2_0.7,False,reserved,cost2x,all,461,10.264854454709859,28.98783077513183,-3.9366751401143985,0.43817787418655096,0.7585808544257591,0.17207331457139252,0.6185819070904646,409,16.413795669735965,0.1838905775075988,2.0,0.8872017353579176,52,0.561822125813449,0.754880694143167
R11_weekly_0.2_0.7,False,reserved,cost2x,primary,381,12.88781458816124,38.25487516920234,-4.851457564096618,0.41732283464566927,0.7889816886622025,0.21885018297485792,0.6325459317585301,381,17.31843230452047,0.1838905775075988,2.0,1.0,0,0.6614173228346457,0.884514435695538
R11_weekly_0.2_0.7,False,reserved,cost2x,full10,275,13.150498078818785,39.11620659920845,-5.466539275688742,0.4036363636363636,0.8668190940650398,0.24587841467589794,0.6581818181818182,275,15.444018259100446,0.1838905775075988,2.0,1.0,0,0.6909090909090909,0.9090909090909091
R11_weekly_0.2_0.7,False,reserved,delay1,all,461,9.205627002773099,26.222762958327483,-4.699726143899241,0.4121475054229935,0.70883336297905,0.1542305501406751,0.60880195599022,409,16.310984156025853,0.182370820668693,2.0,0.8872017353579176,52,0.5422993492407809,0.7418655097613883
R11_weekly_0.2_0.7,False,reserved,delay1,primary,381,11.925313759882483,34.9342819545049,-6.036760093916115,0.3884514435695538,0.7292810295455046,0.16892906313232237,0.6220472440944882,381,17.26065824318801,0.182370820668693,2.0,1.0,0,0.6377952755905512,0.863517060367454
R11_weekly_0.2_0.7,False,reserved,delay1,full10,275,12.489987669608382,36.95677958872541,-6.322819133273883,0.37454545454545457,0.8082026411336323,0.22338088680763943,0.6545454545454545,275,15.364705444811843,0.182370820668693,2.0,1.0,0,0.6654545454545454,0.8981818181818182
R11_MARKET_BAG,False,full,base,all,461,5.416027390243605,57.208222104108316,1.7483088401369584,0.5748373101952278,0.3972520048899846,0.06724351298727338,0.5907990314769975,413,40.53201587855519,0.3544834892955961,10.0,0.89587852494577,48,0.3297180043383948,0.7787418655097614
R11_MARKET_BAG,False,full,base,primary,370,6.573297171961256,74.48400697370147,1.676473722275551,0.5864864864864865,0.4028266625529451,0.07683776706370651,0.6135135135135135,370,43.96735182153549,0.3592814952182811,10.0,1.0,0,0.3783783783783784,0.9162162162162162
R11_MARKET_BAG,False,full,base,full10,275,6.192082145686939,82.28157463090815,0.7703100615972236,0.5527272727272727,0.39963707782009383,0.06273404999465204,0.610909090909091,275,43.15273437431008,0.36171270744369827,10.0,1.0,0,0.3490909090909091,0.9272727272727272
R11_MARKET_BAG,False,full,cost2x,all,461,5.244103673106504,54.867692533240245,1.6264919753592344,0.5683297180043384,0.39124309748701624,0.06117208867933693,0.5786924939467313,413,40.54879092191486,0.35445176220193514,10.0,0.89587852494577,48,0.32537960954446854,0.7700650759219089
